model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score_raw
calibrated_hist_gradient_boosting,0.41150442477876104,0.3610975791282696,0.3336120005821992,0.4096646874682683,-2.2525,0.0,-12.525,0.0,0.0,-1.9188879994178007,0.4705014749262537,0.3812734222376642,0.3304943151932967,0.42678216960652154,0.3508059580110437,-0.432764923006596
