model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score_raw
logistic_regression,0.3473451327433628,0.33376838658168584,0.31080536263585856,0.3665328386731,-0.9766666666666667,1.3,-11.225,0.4825,1.4166666666666667,-0.6658613040308081,0.4557522123893805,0.42288389270721716,0.41091944828004556,0.47151876895246203,0.4157052260509142,-0.017741321276618364
