model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
calibrated_hist_gradient_boosting,1,222,226,True,0.4823008849557522,0.38207264288694204,0.3793212783789597,0.46743342222032014
calibrated_hist_gradient_boosting,2,448,226,True,0.3407079646017699,0.3544761601584607,0.280684643919938,0.3375187364515839
