model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
xgboost,1,222,226,True,0.48672566371681414,0.3706564629397859,0.3703750854425483,0.4651401162464102
xgboost,2,448,226,True,0.29646017699115046,0.38382498585172603,0.2708193615610496,0.28932012563907183
