trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
aggressive,10301.24,3.01,338,31,1.75,1.227,-10.06,0.011,0.55,0.0,0.8,hold,AAPL
aggressive,10066.85,0.67,338,2,0.17,1.093,-11.31,-1.0584,0.55,0.0,0.8,hold,MSFT
