feature,importance
high_low_range,1611.0
volatility_regime_20_60,1555.0
beta_60_spy,1554.0
volume_change,1535.0
volatility_10,1499.0
overnight_gap,1494.0
spy_return,1410.0
log_dollar_volume,1409.0
spy_ma50_gap,1368.0
ret_5,1339.0
excess_return,1305.0
ret_10,1305.0
ret_20,1288.0
ma50_gap,1280.0
return,1269.0
ret_3,1268.0
atr_pct_14,1260.0
relative_strength_20,1240.0
ma20_gap,1046.0
ma5_gap,938.0
rsi_14,908.0
