trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
conservative,10022.47,0.22,338,3,0.39,0.51,-12.85,-1.8218,0.55,0.0,0.25,hold,AAPL
conservative,10153.45,1.53,338,6,0.56,1.259,-10.45,0.1468,0.55,0.0,0.25,hold,MSFT
