model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score_raw
calibrated_random_forest,0.3407079646017699,0.3479918537463294,0.31364428294808044,0.3615119476152018,-2.2525,0.0,-12.525,0.0,0.0,-1.9388557170519194,0.5088495575221239,0.3967331673950265,0.36514702467172483,0.47161239790795273,0.37778148176104553,-0.42092354258921283
