model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score_raw
lightgbm,0.35398230088495575,0.346003328867779,0.3139295392953929,0.36740197136484637,0.5724,10.121666666666666,-2.4033333333333333,1.3573333333333333,4.538333333333333,0.8863295392953929,0.5486725663716814,0.4677318837449795,0.4639676727239288,0.533286096423449,0.4654733571323491,0.474819777317101
