model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score_raw
xgboost,0.3915929203539823,0.36589128404985183,0.33806349182807294,0.4011264076345393,-0.1589,4.826666666666667,-7.698333333333333,0.9943333333333334,3.1950000000000003,0.17916349182807292,0.551622418879056,0.4431898940360849,0.43809873595609805,0.5230444781782315,0.44013519918809274,0.24511388332766199
