model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score_raw
random_forest,0.3053097345132743,0.3470655895208325,0.28632131910218506,0.31424617741348615,-1.0484,0.9199999999999999,-11.605000000000002,0.6805,0.57,-0.7620786808978149,0.443952802359882,0.4235835004490579,0.4036464399777021,0.4550333224731924,0.41162126416624445,-0.04518010684323775
