signal_date,trade_date,trade_price,market_close,predicted_signal,confidence,bullish_probability,trend_filter_passed,target_allocation,action,cash,shares,position_value,portfolio_value,explanation
2024-05-31,2024-06-03,139.92758039963485,140.39321899414062,BUY_AND_HOLD,1.0,1.0,True,1.0,BUY,50.234536884259796,71,9967.918548583984,10018.153085468244,Benchmark entered at next-day open with trading costs and then held.
2024-06-03,2024-06-04,140.14614700964725,140.4502410888672,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9971.96711730957,10022.20165419383,Benchmark entered at next-day open with trading costs and then held.
2024-06-04,2024-06-05,140.61175625628087,138.71121215820312,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9848.496063232422,9898.730600116682,Benchmark entered at next-day open with trading costs and then held.
2024-06-05,2024-06-06,138.2645759631238,139.13882446289062,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9878.856536865234,9929.091073749494,Benchmark entered at next-day open with trading costs and then held.
2024-06-06,2024-06-07,139.38591940710893,139.7660369873047,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9923.388626098633,9973.623162982893,Benchmark entered at next-day open with trading costs and then held.
2024-06-07,2024-06-10,139.2433685422041,139.81353759765625,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9926.761169433594,9976.995706317854,Benchmark entered at next-day open with trading costs and then held.
2024-06-10,2024-06-11,139.50943056269165,139.4619140625,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9901.7958984375,9952.03043532176,Benchmark entered at next-day open with trading costs and then held.
2024-06-11,2024-06-12,139.74702039975986,138.1790771484375,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9810.714477539062,9860.949014423322,Benchmark entered at next-day open with trading costs and then held.
2024-06-12,2024-06-13,137.8560084396169,138.21710205078125,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9813.414245605469,9863.648782489729,Benchmark entered at next-day open with trading costs and then held.
2024-06-13,2024-06-14,137.92250921727728,138.3026123046875,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9819.485473632812,9869.720010517072,Benchmark entered at next-day open with trading costs and then held.
2024-06-14,2024-06-17,137.8084688417842,138.6922149658203,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9847.147262573242,9897.381799457502,Benchmark entered at next-day open with trading costs and then held.
2024-06-17,2024-06-18,138.70170097833577,138.4071044921875,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9826.904418945312,9877.138955829572,Benchmark entered at next-day open with trading costs and then held.
2024-06-18,2024-06-20,138.04605056637016,140.4312286376953,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,9970.617233276367,10020.851770160627,Benchmark entered at next-day open with trading costs and then held.
2024-06-20,2024-06-21,140.53576211326074,141.35299682617188,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,50.234536884259796,71,10036.062774658203,10086.297311542463,Benchmark entered at next-day open with trading costs and then held.
